,_id,_uuid,__version__,_submission_time,_validation_status,timestamp,_submitted_by,Fecha,CreadoPor,Monitor,Comunidad,Entorno,Tipo_evidencia,Descripcion,N_jaguares,Conflictos_jaguar,Otros_animales,Nivel_taxonomico,Nombre_cientifico,Nombre_achuar,Nombre_comun,Punto_evidencia,Latitud,Longitud,Foto_evidencia,Foto_url
0,450748369,00ac5a0d-8a8d-48d7-a436-e2f83c7bf293,vAQqv5sLSAx3BQXYG2habd,2025-03-11T16:42:29,Approved,1756389003,conservacion_napurak,2025-08-27,,Santiago Mukucham,Napurak,En el camino vía napurak a awampuik,Fotos_jaguar,En el camino vía napurak a wampuik,1,,Jaguar se persigue donde el pecari,,,Junt Yawa,Jaguar,-2.5264348 -76.99453 250.10000000000002 4.933,-2.5264348,-76.99453,,
1,453395064,2aa52c14-aaa1-4819-aba1-e2e33adb17e0,vAQqv5sLSAx3BQXYG2habd,2025-03-18T14:21:56,Approved,1760973875,conservacion_shuinmamus,2025-03-11,Entsakua_Mayak_Arutam_Fernando,Fernando,Shuinmamus,En la orilla del río,Huellas o rastros,Pasó a otro lado,1,No,No,Especie,Panthera onca,,,-2.465475 -77.0301867 266.2 3.8,-2.465475,-77.0301867,1741694057227.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/453395064/attachments/attgLDRopf2VXFNHtLACjk6t/
2,456705327,64879b55-bb25-4ee8-9cb4-c6c17e81ee7f,vAQqv5sLSAx3BQXYG2habd,2025-03-26T18:05:53,Approved,1749759267,conservacion_sharamentsa,2025-03-19,,Puwanchir Tsamarin Wanach Manuel,Sharamentsa,"Lindero de Suwa-Sharamentsa, se evidencio hueso y pelajes del animal que se alimento el jaguar.",Pelos y restos,Huesos y pelajes,1,No,No,,,,,-2.504275 -76.95684 277.4000244140625 4.5,-2.504275,-76.95684,,
3,458421837,ef0202cb-530c-4042-b3da-7e608cbb624a,vAQqv5sLSAx3BQXYG2habd,2025-04-01T14:22:07,Approved,1744039210,conservacion_sharamentsa,2025-04-01,Tentets_Washikiat_Agustin_Ramon,Agustín Tentets,Sharamentsa,Huella de jaguar,Huellas o rastros,Se encontró huella del Jaguar en la chacra de la Nunkui Tentets,1,No,No,Especie,Panthera onca,,,-2.4721989 -76.9824793 290.76531982421875 5.108,-2.4721989,-76.9824793,1743507882323.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/458421837/attachments/attaicunNu5BvitRbKJkMCsm/
4,458759506,42dcebc7-611d-4441-8deb-f48983f5cdfb,vAQqv5sLSAx3BQXYG2habd,2025-04-02T14:37:43,Approved,1744040169,conservacion_sharamentsa,2025-03-31,,Yunkar Esach Tii Oswaldo,Sharamentsa,Se encontró la evidencia en el río tsuatentsa.,Huellas o rastros,Rastros de jaguar,1,No,No,,,,,-2.4605584 -76.9660922 269.7 4.8,-2.4605584,-76.9660922,1743455030342.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/458759506/attachments/att9BGLEEv4YjCmNrxtpsjVU/
5,459857647,8d9e0dc2-e8f0-4b25-9d57-03b91dcbc018,vAQqv5sLSAx3BQXYG2habd,2025-04-05T22:23:09,Approved,1744657660,monitoreo_pachamama,2025-04-05,,Joel,Hotel Kapawi,"Sendero kunkuk, cima de loma",Huellas o rastros,Plantas mordisqueadas para limpieza estómago.,1,No,No,,,,,-2.5371525 -76.8749753 304.5 4.928,-2.5371525,-76.8749753,1743883217732.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/459857647/attachments/attr8B7i2UASHzVUpjXJViWv/
6,460022815,efc8f035-3017-4b9a-a955-56b5f8da3c6f,vAQqv5sLSAx3BQXYG2habd,2025-04-06T17:19:42,Approved,1744657658,monitoreo_pachamama,2025-04-06,,Joel ,Hotel Kapawi,Sendero hotel-lobo.,Huellas o rastros,Huella de algún tiempo.,1,,,,,,,-2.5317867 -76.8622062 258.4 5.0,-2.5317867,-76.8622062,1743951190859.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/460022815/attachments/attp588JD9EkShzyc5w8dMfM/
7,460281183,0fdd4ce1-6300-49b3-b266-1087ab7c721f,vAQqv5sLSAx3BQXYG2habd,2025-04-07T13:54:14,Approved,1744040224,conservacion_sharamentsa,2025-04-06,,Tentets veronica,Hotel Kapawi,La raspada de jaguar,Huellas o rastros,Raspada del Jaguar antigua,1,,,,,,,-2.5316513 -76.8621108 272.5101318359375 4.738,-2.5316513,-76.8621108,1743951247606.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/460281183/attachments/attAFDY2STksnsHVVsbKXEnA/
8,460407515,cd16139f-bdfc-4ffb-8030-e27ff9b420cf,vAQqv5sLSAx3BQXYG2habd,2025-04-07T20:35:42,Approved,1744217147,conservacion_sharamentsa,2025-04-07,,Juan Jimpikit,Sharamentsa,Camino Rafael Entsakua,Huellas o rastros,Rastros,1,,,,,,,-2.4617685 -76.9737881 271.5 4.4,-2.4617685,-76.9737881,1744041295851.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/460407515/attachments/attpAEz2KsrmpFRDmRyE74Ji/
9,460857939,cdbcde69-42be-4a8c-8898-58bfc1c453d4,vAQqv5sLSAx3BQXYG2habd,2025-04-08T22:19:47,Approved,1744217206,conservacion_sharamentsa,2025-04-08,,Joel,Sharamentsa,Bosque secundario,Huellas o rastros,Huella vieja,1,,,,,,,-2.4907596 -76.9896428 250.3 4.82,-2.4907596,-76.9896428,1744148047961.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/460857939/attachments/attVftVwEhL2iXhn7uGD8mmz/
10,460879999,c413efde-3fa0-448d-9cd9-4120c3ff607a,vAQqv5sLSAx3BQXYG2habd,2025-04-09T00:45:35,Approved,1749688016,conservacion_shuinmamus,2025-04-07,Mayak_Timias_Picham_Galo,Galo Mayak,Shuinmamus,En la orilla de Pastaza,Huellas o rastros,En el camino del río a Pastaza,1,No,No hemos encontrado otros animales solo una huella de jaguar,Especie,Panthera onca,,,-2.4482683 -77.0385667 243.0 3.8,-2.4482683,-77.0385667,1744047744530.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/460879999/attachments/attwVf4PRbRcZwamcKT5CMjy/
11,463356494,08432048-609d-4d46-a15a-1251d49fa05b,vAQqv5sLSAx3BQXYG2habd,2025-04-14T17:30:57,Approved,1750186998,conservacion_wayusentsa,2025-04-14,Naichap_Santi_Amaru_Gabriel,Naichap Santi Amaru  Gabriel,Wayusentsa,Sendero barrio Ikiam,Alimentacion,vomito resto de presas,1,No,,,,junyawa,juguar,-2.4515575 -76.935651 255.4 3.82,-2.4515575,-76.935651,,
12,463356667,300b1596-32be-4e38-a2cb-f497c4c0d78b,vAQqv5sLSAx3BQXYG2habd,2025-04-14T17:31:13,Approved,1750168327,conservacion_wayusentsa,2025-04-04,Yunkar_Senkuan_Timias_Rafael,yunkar senkuan Timias Rafeal,Wayusentsa,Huella raspadas en jempe tuna,Huellas o rastros,Huella y vómito,1,No,No,,,junyawa,jaguar,-2.4624387 -76.9009342 282.1 4.96,-2.4624387,-76.9009342,1743788154531.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/463356667/attachments/attLSB8voe2nUbT3utyhaX8i/
13,463359326,a2b049b7-09a4-4caa-87af-b60c8db7bf7a,vAQqv5sLSAx3BQXYG2habd,2025-04-14T17:36:52,Approved,1749141434,conservacion_wayusentsa,2025-04-14,Naichap_Santi_Amaru_Gabriel,Yunkar Senkuan Timias Rafael,Wayusentsa,sendero en bario Ikiam,Alimentacion,Vomitado en camino.,1,No,,,,junyawa,jaguar,-2.4515778 -76.9356135 260.9 3.952,-2.4515778,-76.9356135,,
14,463359523,a9d874d1-aefa-4ef5-a570-0e235e243417,vAQqv5sLSAx3BQXYG2habd,2025-04-14T17:37:18,Approved,1749141333,conservacion_wayusentsa,2025-04-04,Yunkar_Senkuan_Timias_Rafael,yunkar senkuan Timias  Rafael,Wayusentsa,Raspado  trasero para  tuna,Huellas o rastros,Huella y vomito,1,,,,,junyawa,jaguar,-2.4624718 -76.9011442 263.0 4.82,-2.4624718,-76.9011442,1743788154415.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/463359523/attachments/atteKqqBsqQATWf5FNHLPjRQ/
15,463360851,c289ffa8-84b1-4ca0-888f-838bf15b1f34,vAQqv5sLSAx3BQXYG2habd,2025-04-14T17:40:00,Approved,1749141277,conservacion_wayusentsa,2025-04-04,Yunkar_Shunta_Intie_Edith,yunkar shunta Intie Edith,Wayusentsa,vomitado en camino  mesclado con huesos de sajino,Huellas o rastros,Huella y vomito,1,No,No,,,junyawa,jaguar,-2.4625433 -76.9009183 273.6 4.84,-2.4625433,-76.9009183,1743788207951.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/463360851/attachments/att39BEubenjSpc634NKA6Vz/
16,463361209,3a81840f-8a1a-4ced-a619-ff0e0b4abce6,vAQqv5sLSAx3BQXYG2habd,2025-04-14T17:40:41,Approved,1750187078,conservacion_wayusentsa,2025-04-14,Yunkar_Shunta_Intie_Edith,Yunkar shunta  Intie Edith,Wayusentsa,Sendero en Barrio Ikiam,Alimentacion,vomito  pelo y piel,1,No,No,,,junyawa,jaguar,-2.4515207 -76.9354636 274.90000000000003 4.94,-2.4515207,-76.9354636,,
17,464800597,3f8887a1-26a6-4815-831f-a964d8d9915c,vAQqv5sLSAx3BQXYG2habd,2025-04-17T00:40:38,Approved,1745256977,conservacion_sharamentsa,2025-04-08,,Yunkar Esach Tii Oswaldo,Sharamentsa,Alado de quebrada,Huellas o rastros,Raspado de jaguar,1,,,,,,,-2.4492567 -77.0175144 271.6 4.62,-2.4492567,-77.0175144,1744131205166.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/464800597/attachments/att8wKfbmD5MmoXM2u6hAmjh/
18,469301315,0f27d885-94c9-440e-8571-c0a6be69fdee,vAQqv5sLSAx3BQXYG2habd,2025-04-24T14:46:45,Approved,1745591187,conservacion_sharamentsa,2025-04-09,Yunkar_Esach_Tii_Oswaldo,Yunkar Esach Tii Oswaldo,Sharamentsa,Camino al ceibo,Huellas o rastros,Al lado del río sharam entsa,1,,,Especie,Puma concolor,,,-2.4687215 -76.9956932 215.9 4.98,-2.4687215,-76.9956932,1744202114522.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/469301315/attachments/attDa4zCtKZ3DbzghAH7SYKV/
19,478690840,6d4c1426-5dd3-4304-9eb0-ea4ac7f84466,vAQqv5sLSAx3BQXYG2habd,2025-05-13T20:06:37,Approved,1747236516,conservacion_sharamentsa,2025-05-08,,Tentets Nunkui,Sharamentsa,En el camino de la Sra. Nunkui,Excrementos,Se encontró excremento de jaguar y huellas,1,,,,,,,-2.4694354 -76.9869605 290.6685791015625 4.866,-2.4694354,-76.9869605,1746745355953.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/478690840/attachments/att59cYGzjEZNXgJWPQ4vaqi/
20,490605691,cac27850-1f0e-44cf-930f-d91519176742,vAQqv5sLSAx3BQXYG2habd,2025-06-01T19:46:52,Approved,1750186786,conservacion_wayusentsa,2025-04-18,Naichap_Santi_Amaru_Gabriel,Naichap Santi Amaru Gabriel,Wayusentsa,Camino wayus a sharam,Huellas o rastros,Huella,1,No,No,Especie,Puma concolor,junyawa,juguar,-2.4479013 -76.9472955 275.90000000000003 4.89,-2.4479013,-76.9472955,1745016844404.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/490605691/attachments/attWxihm4mVmb7ng5FtEsrUG/
21,490606000,93bb9fef-bbdb-4b3f-80a3-f1dc0510f190,vAQqv5sLSAx3BQXYG2habd,2025-06-01T19:47:42,Approved,1750186725,conservacion_wayusentsa,2025-05-14,Naichap_Santi_Amaru_Gabriel,Naichap Santi Amaru Gabriel,Wayusentsa,Camino barrio Ikiam,Huellas o rastros,1,2,Ninguna,No,Especie,Panthera onca,junyawa,juguar,-2.4442177 -76.9233103 256.9 4.9,-2.4442177,-76.9233103,1747224625149.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/490606000/attachments/attX8F7Vyy3YV44vohBZ5gSf/
22,490606382,2ceda31a-29bf-473f-82a6-b0bcd61f3c81,vAQqv5sLSAx3BQXYG2habd,2025-06-01T19:48:37,Approved,1750186907,conservacion_wayusentsa,2025-04-18,Yunkar_Senkuan_Timias_Rafael,yunkar senkuan Timias Rafael,Wayusentsa,Camino Wayus Sharam,Huellas o rastros,Huella,1,No,No,,,junyawa,juguar,-2.4479603 -76.9474134 329.8 4.918,-2.4479603,-76.9474134,,
23,491623650,8f318f28-f77d-443d-b42b-8eb0d4852b1e,vAQqv5sLSAx3BQXYG2habd,2025-06-03T14:57:04,Approved,1756310654,conservacion_napurak,2025-06-03,No_esta,Moises Mukucham,Napurak,La evidencia de puma encontramos en el camino,Huellas o rastros,La detalles de evidencia de jaguar es claro,1,No encontramos nigun conflicto con el jagur,No,Especie,Puma concolor,Junt yawa,Jaguar,-2.5257901 -76.9883701 301.90000000000003 5.0,-2.5257901,-76.9883701,1748960632864.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/491623650/attachments/attxat3QcZWbADUGfdHCfjNs/
24,493011133,96ca986a-d8fd-439e-85d3-a07ea0641f16,vAQqv5sLSAx3BQXYG2habd,2025-06-06T00:27:17,Approved,1750026741,conservacion_shuinmamus,2025-06-05,Entsakua_Mayak_Tankamash_Miguel,Miguel Entsakua,Shuinmamus,Al lado del rio,Huellas o rastros,La huella de jaguar,1,No,No,Genero,Leopardus,,,-2.4255842 -77.0507779 276.90000000000003 3.1,-2.4255842,-77.0507779,1749129260590.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/493011133/attachments/attj33PMyiD6e9sg9evhtFGj/
25,493011158,5ca5ce17-9a00-43f7-9aed-5eb75a85446b,vAQqv5sLSAx3BQXYG2habd,2025-06-06T00:27:31,Approved,1749687915,conservacion_shuinmamus,2025-06-05,,Miguel Entsakua,Shuinmamus,Alado del río,Huellas o rastros,La huella,1,No,No,,,,,-2.4159507 -77.0582817 282.8 2.633,-2.4159507,-77.0582817,1749133813672.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/493011158/attachments/attMvydfmNFH8awjW5LkD4AW/
26,493011251,e235c667-e908-4095-adb9-f71c732d4d8f,vAQqv5sLSAx3BQXYG2habd,2025-06-06T00:28:50,Approved,1749687869,conservacion_shuinmamus,2025-06-05,,Miguel Entsakua,Shuinmamus,Alado del río,Huellas o rastros,huella de jaguar,1,No,No,,,,,-2.4145017 -77.0595817 288.0 2.1,-2.4145017,-77.0595817,1749135023452.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/493011251/attachments/attLrpLLkbHQfBPrbd7sm77J/
27,493725798,88cb549a-0d06-498b-a28b-605c8b2ee360,vAQqv5sLSAx3BQXYG2habd,2025-06-08T00:20:20,Approved,1749687757,conservacion_shuinmamus,2025-06-05,Entsakua_Mayak_Arutam_Fernando,Fernando Entsakua,Shuinmamus,Huella de jaguar,Huellas o rastros,Las huellas de jaguar,1,No,No,Genero,Leopardus,,,-2.4255917 -77.050845 296.2 2.65,-2.4255917,-77.050845,1749129003602.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/493725798/attachments/attHpGXnXXWNB9KZ96tAKnVi/
28,494461701,f7783e46-b310-4764-b646-05618d585f2b,vAQqv5sLSAx3BQXYG2habd,2025-06-09T22:44:34,Approved,1749596637,conservacion_wayusentsa,2025-04-18,Yunkar_Shunta_Intie_Edith,yunkar shunta  Intie Edith,Wayusentsa,Camino wayus a sharam,Huellas o rastros,Huella  juguar,1,No,No,,,junyawa,jaguar,-2.4479039 -76.9473927 262.8 4.48,-2.4479039,-76.9473927,1745016917488.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/494461701/attachments/attsnTXaUsRTPeKpL72ZVJMT/
29,498457727,da7daa57-32af-41da-bfe1-376dad1aea0e,vAQqv5sLSAx3BQXYG2habd,2025-06-16T13:18:59,Approved,1750186680,conservacion_wayusentsa,2025-06-14,Yunkar_Senkuan_Timias_Rafael,yunkar senkuan  Timias Rafael,Wayusentsa,Cendero  jempetuna,Alimentacion,Vomitó  con restos de  presas  y huesos,1,No,Mono capuchino,,,junyawa,Jaguar,-2.4589183 -76.897965 350.5 4.816,-2.4589183,-76.897965,,
30,505665148,4428ff86-5fe3-40f6-b45d-5a559e42e15f,vAQqv5sLSAx3BQXYG2habd,2025-06-26T18:37:28,Approved,1751201469,conservacion_shuinmamus,2025-06-25,Entsakua_Mayak_Arutam_Fernando,Fernando Entsakua,Shuinmamus,En el camino hacia comunidad Ipiak,Huellas o rastros,La huella de jaguar,1,No,No,Especie,Leopardus pardalis,,,-2.4773891 -77.0670053 249.60000000000002 4.866,-2.4773891,-77.0670053,1750860729489.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/505665148/attachments/attbdFZuqEKssZFpUHhRhYVL/
31,506165885,63c6181e-e729-4fe1-be62-d8a378304240,vAQqv5sLSAx3BQXYG2habd,2025-06-27T13:52:45,Approved,1751033188,conservacion_wayusentsa,2025-06-25,Yunkar_Senkuan_Timias_Rafael,yunkar senkuan Timais  Rafael,Wayusentsa,Sendero jempe tuna,Alimentacion,Vómito con mesclado con hojas,1,No,Ninguna,,,junyawa,juguar,-2.457555 -76.9073844 258.4 4.46,-2.457555,-76.9073844,,
32,508589338,f1c2d496-8601-4e4c-bbdb-6169bc4e5e66,vAQqv5sLSAx3BQXYG2habd,2025-07-01T15:49:18,Approved,1751554422,conservacion_wayusentsa,2025-06-28,Yunkar_Senkuan_Timias_Rafael,Yunkar senkuan Timias Rafael,Wayusentsa,Cendero jempe tuna,Huellas o rastros,huellas,1,No,Chico,,,junyawa,juguar,-2.4638317 -76.8994087 278.3 4.66,-2.4638317,-76.8994087,1751130491177.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/508589338/attachments/att7HFoXCVJeACyCJw2iiJMn/
33,511440210,5a454abf-70ff-4c19-bc6a-1ed8a2cc4388,vAQqv5sLSAx3BQXYG2habd,2025-07-06T13:34:32,Approved,1751809182,conservacion_wayusentsa,2025-07-05,Yunkar_Senkuan_Timias_Rafael,yunkar senkuan Timias Rafael,Wayusentsa,Camino panintsa,Huellas o rastros,vomito,1,No,Trompetero,,,junyawa,juguar,-2.4736176 -76.8999106 344.5 4.88,-2.4736176,-76.8999106,1751750457525.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/511440210/attachments/attmz4X8Yo5LDVBdNrSveH7g/
34,512078844,6b1396c5-c8be-48a2-822e-fa819977a29b,vAQqv5sLSAx3BQXYG2habd,2025-07-07T16:18:49,Approved,1752501929,conservacion_shuinmamus,2025-07-06,Entsakua_Mayak_Arutam_Fernando,Fernando Entsakua,Shuinmamus,En el camino,Huellas o rastros,La huella de jaguar,1,No,No,Especie,Panthera onca,,,-2.4360688 -77.0400526 311.1 4.92,-2.4360688,-77.0400526,1751816921468.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/512078844/attachments/attxXKGgfgvNsNcM4RSzcTFv/
35,515358880,8affd3a3-af73-4fce-80e7-08bc5ade98d0,vAQqv5sLSAx3BQXYG2habd,2025-07-11T18:46:17,Approved,1752586531,conservacion_wayusentsa,2025-07-08,Yunkar_Senkuan_Timias_Rafael,yunkar senkua Timias Rafael,Wayusentsa,Camino sake etsa,Huellas o rastros,helllas de jaguar,1,No,Mono capuchino,Especie,Panthera onca,junyawa,jaguar,-2.4535355 -76.8894998 287.0 4.88,-2.4535355,-76.8894998,1751989684167.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/515358880/attachments/attG7UoRiPnVUGxTfJDj7zHs/
36,515358916,d00b1766-789e-4531-928c-0a3f4f13b79a,vAQqv5sLSAx3BQXYG2habd,2025-07-11T18:46:22,Approved,1752586567,conservacion_wayusentsa,2025-07-08,Yunkar_Senkuan_Timias_Rafael,Yunkar senkuan Timias Rafael,Wayusentsa,En caminó kunkus entsa,Huellas o rastros,Huella,1,No,Tucumán,,,junyawa,Jaguar,-2.4544978 -76.8986364 300.8 4.92,-2.4544978,-76.8986364,1751996414522.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/515358916/attachments/att8vvUWD62hfJZv7YiooBT8/
37,516319173,78a7d797-5c85-48fa-b136-26946de26066,vAQqv5sLSAx3BQXYG2habd,2025-07-13T23:57:50,Approved,1752586652,conservacion_wayusentsa,2025-07-08,Yunkar_Shunta_Intie_Edith,yunkar shunta Intie Edith,Wayusentsa,En camino de sake entsa,Huellas o rastros,huellas jaguar  encontro  dentro de dos hora,1,No,Chichico,Especie,Panthera onca,junyawa,jaguar,-2.4534816 -76.8893667 291.1 2.1,-2.4534816,-76.8893667,1751989725599.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/516319173/attachments/attyiZyXgckX6mGJB9PG4XrW/
38,516319237,d388d1a5-53bc-4dd9-a262-f59760c4ab4f,vAQqv5sLSAx3BQXYG2habd,2025-07-13T23:58:03,Approved,1752587052,conservacion_wayusentsa,2025-07-08,Yunkar_Shunta_Intie_Edith,yunkar shunta Intie Edith,Wayusentsa,En camino kunkush dentro de  cuarenta sinco minuto,Huellas o rastros,Huella de Jaguar,1,Paba spix,No,,,junyawa,juguar,-2.4545067 -76.898705 310.5 2.05,-2.4545067,-76.898705,1751996396918.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/516319237/attachments/att3D7BmJGr7Yq3xQrU8jofT/
39,520297517,a27e6fdb-5e88-44d1-9851-f6641723f768,vAQqv5sLSAx3BQXYG2habd,2025-07-18T23:56:19,Approved,1753004808,conservacion_wayusentsa,2025-07-17,Yunkar_Shunta_Intie_Edith,Yunkar shunta Intie Edith,Wayusentsa,En camino tsuat entsa dentro de una hora media,Huellas o rastros,Huella,1,No,No,,,junyawa,juguar,-2.4821136 -76.938199 255.20000000000002 4.851,-2.4821136,-76.938199,1752780933831.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/520297517/attachments/att45PJK6YrLhbumvJrK8U5y/
40,524481518,91140450-576c-4c53-a8dc-aad364b25409,vfRgxzMmgjBfHE3VAoc4t4,2025-07-24T16:59:14,Approved,1753819389,conservacion_shuinmamus,2025-07-22,Entsakua_Mayak_Tankamash_Miguel,Miguel Entsakua,Shuinmamus,Al lado del río,Huellas o rastros,La Huella de jaguar,1,,,Especie,Canis familiaris,Jun yawa,Perro,-2.4662435 -77.037293 305.0 4.1,-2.4662435,-77.037293,1753220009330.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/524481518/attachments/attKw9LUUZbf9PPbk4XPWCS6/
41,535309993,4263cebc-b2ba-4a7e-9de5-6c54d3764c4a,vfRgxzMmgjBfHE3VAoc4t4,2025-08-08T18:36:05,Approved,1754941789,conservacion_sharamentsa,2025-08-08,,Tsamarin Puwanchir Wanach Manuel,Sharamentsa,Camino de Verónica Tentets.,Huellas o rastros,Huella de Puma,1,,,,,Japayua,Puma,-2.4783859 -76.9761839 309.2 4.0,-2.4783859,-76.9761839,1754667717035.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/535309993/attachments/attjrLqd5PuhSRz4XxF3FdWR/
42,540448062,6158e50d-ab47-4b3c-9f7c-ff18c2a9b75e,vfRgxzMmgjBfHE3VAoc4t4,2025-08-16T21:43:37,Approved,1755613692,conservacion_wayusentsa,2025-08-10,Yunkar_Senkuan_Timias_Rafael,Rafael  Yunkar Timias Rafael,Wayusentsa,Sendero  Jempetuna,Huellas o rastros,Huella,1,,,,,Junyawaa,juguar,-2.4648497 -76.8982092 884.5 5.0,-2.4648497,-76.8982092,1754828604124.jpg,https://kf.kobotoolbox.org/api/v2/assets/aKddSqk2oEMnMT2QLyWbqh/data/540448062/attachments/attpwHkKWv95fvcBN3wXRhih/
